Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status
2018-7-12,Campo Belo,-23.6188,-46.6823,24879,21,9,65,33,29,38,15,27,REABASTECER
2018-7-13,Campo Belo,-23.6188,-46.6823,25845,14,65,60,32,25,38,13,21,NORMAL
2018-7-14,Campo Belo,-23.6188,-46.6823,23128,4,56,50,28,20,35,7,15,REABASTECER
2018-7-15,Campo Belo,-23.6188,-46.6823,25701,86,54,41,24,18,29,2,13,REABASTECER
2018-7-16,Campo Belo,-23.6188,-46.6823,26625,76,45,35,19,15,26,43,10,NORMAL
2018-7-17,Campo Belo,-23.6188,-46.6823,24477,63,37,27,18,13,25,41,5,REABASTECER
2018-7-18,Campo Belo,-23.6188,-46.6823,24572,52,33,22,18,8,22,39,43,NORMAL
2018-7-19,Campo Belo,-23.6188,-46.6823,26357,39,27,13,13,3,18,34,38,REABASTECER
2018-7-20,Campo Belo,-23.6188,-46.6823,23961,28,19,3,8,43,16,28,33,REABASTECER
2018-7-21,Campo Belo,-23.6188,-46.6823,26031,21,12,65,8,39,13,22,29,NORMAL
2018-7-22,Campo Belo,-23.6188,-46.6823,25462,9,8,56,8,34,11,19,27,NORMAL
2018-7-23,Campo Belo,-23.6188,-46.6823,24500,86,65,46,7,28,6,17,22,NORMAL
2018-7-24,Campo Belo,-23.6188,-46.6823,25503,75,61,37,2,25,43,11,17,NORMAL
2018-7-25,Campo Belo,-23.6188,-46.6823,24517,62,57,27,43,20,37,7,15,NORMAL
2018-7-26,Campo Belo,-23.6188,-46.6823,23227,53,49,20,38,16,37,2,11,NORMAL
2018-7-27,Campo Belo,-23.6188,-46.6823,26759,42,42,13,36,13,36,43,5,REABASTECER
2018-7-28,Campo Belo,-23.6188,-46.6823,26569,35,38,7,35,9,31,37,43,REABASTECER
2018-7-29,Campo Belo,-23.6188,-46.6823,25541,26,35,65,33,6,30,34,38,NORMAL
2018-7-30,Campo Belo,-23.6188,-46.6823,26156,17,29,58,27,43,30,32,32,NORMAL
2018-8-1,Campo Belo,-23.6188,-46.6823,25471,6,24,49,23,37,30,30,29,REABASTECER
2018-8-2,Campo Belo,-23.6188,-46.6823,26118,86,19,43,18,32,26,26,26,NORMAL
2018-8-3,Campo Belo,-23.6188,-46.6823,24250,73,14,34,12,29,21,24,21,NORMAL
2018-8-4,Campo Belo,-23.6188,-46.6823,26619,64,8,29,8,24,17,19,19,REABASTECER
2018-8-5,Campo Belo,-23.6188,-46.6823,26872,52,65,21,3,19,11,17,17,NORMAL
2018-8-6,Campo Belo,-23.6188,-46.6823,26756,39,60,16,43,17,6,13,11,NORMAL
2018-8-7,Campo Belo,-23.6188,-46.6823,24330,32,52,6,43,13,43,9,5,NORMAL
2018-8-8,Campo Belo,-23.6188,-46.6823,23585,22,47,65,40,8,39,7,43,NORMAL
2018-8-9,Campo Belo,-23.6188,-46.6823,25928,15,39,58,40,2,34,1,41,REABASTECER
2018-8-10,Campo Belo,-23.6188,-46.6823,26412,2,29,50,34,43,28,43,38,REABASTECER
2018-8-11,Campo Belo,-23.6188,-46.6823,25068,86,24,46,31,39,25,38,33,NORMAL
2018-8-12,Campo Belo,-23.6188,-46.6823,24455,76,21,42,30,36,23,35,30,NORMAL
2018-8-13,Campo Belo,-23.6188,-46.6823,26002,64,11,36,30,30,21,33,27,NORMAL
2018-8-14,Campo Belo,-23.6188,-46.6823,26309,51,9,29,26,27,16,28,23,NORMAL
2018-8-15,Campo Belo,-23.6188,-46.6823,24528,39,65,24,26,22,11,26,17,NORMAL
2018-8-16,Campo Belo,-23.6188,-46.6823,23628,26,61,14,24,17,5,23,12,NORMAL
2018-8-17,Campo Belo,-23.6188,-46.6823,25716,14,59,8,19,13,43,18,9,REABASTECER
2018-8-18,Campo Belo,-23.6188,-46.6823,25766,4,49,65,18,10,40,13,7,REABASTECER
2018-8-19,Campo Belo,-23.6188,-46.6823,24994,86,45,58,13,7,37,11,2,REABASTECER
2018-8-20,Campo Belo,-23.6188,-46.6823,26667,74,41,48,8,1,35,7,43,NORMAL
2018-8-21,Campo Belo,-23.6188,-46.6823,25990,62,38,42,6,43,35,2,38,REABASTECER
2018-8-22,Campo Belo,-23.6188,-46.6823,25667,50,33,36,43,37,33,43,36,NORMAL
2018-8-23,Campo Belo,-23.6188,-46.6823,26462,39,24,28,40,33,27,41,31,NORMAL
2018-8-24,Campo Belo,-23.6188,-46.6823,25636,30,19,18,39,29,22,37,27,NORMAL
2018-8-25,Campo Belo,-23.6188,-46.6823,25430,20,17,8,34,23,17,34,25,REABASTECER
2018-8-26,Campo Belo,-23.6188,-46.6823,24674,13,13,65,32,18,14,30,22,NORMAL
2018-8-27,Campo Belo,-23.6188,-46.6823,25077,4,5,61,28,16,14,25,17,REABASTECER
2018-8-28,Campo Belo,-23.6188,-46.6823,25544,86,65,56,23,14,9,21,12,NORMAL
2018-8-29,Campo Belo,-23.6188,-46.6823,23601,73,62,48,17,11,5,17,9,NORMAL
2018-8-30,Campo Belo,-23.6188,-46.6823,26728,62,58,42,16,7,43,13,4,NORMAL
2018-9-1,Campo Belo,-23.6188,-46.6823,23532,51,56,38,15,1,42,9,43,REABASTECER
2018-9-2,Campo Belo,-23.6188,-46.6823,24697,42,50,32,15,43,37,4,40,REABASTECER
2018-9-3,Campo Belo,-23.6188,-46.6823,26102,30,48,27,15,41,32,43,34,NORMAL
2018-9-4,Campo Belo,-23.6188,-46.6823,24058,20,45,22,15,39,26,39,31,NORMAL
2018-9-5,Campo Belo,-23.6188,-46.6823,26944,8,42,16,11,37,23,36,29,REABASTECER
2018-9-6,Campo Belo,-23.6188,-46.6823,23413,86,35,9,7,31,21,32,23,REABASTECER
2018-9-7,Campo Belo,-23.6188,-46.6823,23140,73,33,65,5,26,16,28,21,REABASTECER
2018-9-8,Campo Belo,-23.6188,-46.6823,25727,65,27,57,43,23,16,26,18,NORMAL
2018-9-9,Campo Belo,-23.6188,-46.6823,26519,55,22,52,41,19,14,21,13,NORMAL
2018-9-10,Campo Belo,-23.6188,-46.6823,25242,48,16,44,39,14,12,16,7,NORMAL
2018-9-11,Campo Belo,-23.6188,-46.6823,23991,37,10,37,38,11,8,13,1,REABASTECER
2018-9-12,Campo Belo,-23.6188,-46.6823,25368,25,1,33,32,5,3,7,43,REABASTECER
2018-9-13,Campo Belo,-23.6188,-46.6823,25882,18,65,26,29,43,43,4,37,REABASTECER
2018-9-14,Campo Belo,-23.6188,-46.6823,25030,10,61,19,29,38,40,43,35,REABASTECER
2018-9-15,Campo Belo,-23.6188,-46.6823,23696,86,59,13,27,36,37,41,33,NORMAL
2018-9-16,Campo Belo,-23.6188,-46.6823,23121,76,53,8,27,32,33,39,30,NORMAL
2018-9-17,Campo Belo,-23.6188,-46.6823,23288,68,48,65,26,30,29,35,24,NORMAL
2018-9-18,Campo Belo,-23.6188,-46.6823,23619,61,46,58,24,25,25,30,21,NORMAL
2018-9-19,Campo Belo,-23.6188,-46.6823,23045,48,43,54,21,22,24,24,19,NORMAL
2018-9-20,Campo Belo,-23.6188,-46.6823,25541,36,35,49,19,19,21,21,13,NORMAL
2018-9-21,Campo Belo,-23.6188,-46.6823,23646,29,28,39,19,17,21,16,10,NORMAL
2018-9-22,Campo Belo,-23.6188,-46.6823,26323,16,26,34,17,11,20,14,7,NORMAL
2018-9-23,Campo Belo,-23.6188,-46.6823,26292,7,22,29,11,6,19,10,1,NORMAL
2018-9-24,Campo Belo,-23.6188,-46.6823,23540,86,16,19,10,43,13,7,43,NORMAL
2018-9-25,Campo Belo,-23.6188,-46.6823,24234,77,14,13,6,40,8,4,37,REABASTECER
2018-9-26,Campo Belo,-23.6188,-46.6823,23536,68,7,6,43,38,8,43,32,NORMAL
2018-9-27,Campo Belo,-23.6188,-46.6823,26732,56,65,65,40,36,8,38,28,NORMAL
2018-9-28,Campo Belo,-23.6188,-46.6823,23045,45,60,61,37,33,3,33,23,NORMAL
2018-9-29,Campo Belo,-23.6188,-46.6823,26636,35,56,55,35,30,43,30,17,NORMAL
2018-9-30,Campo Belo,-23.6188,-46.6823,23099,26,52,48,34,26,39,26,13,NORMAL
2018-10-1,Campo Belo,-23.6188,-46.6823,25223,19,47,40,29,23,33,23,7,NORMAL
2018-10-2,Campo Belo,-23.6188,-46.6823,23727,9,38,32,28,20,31,20,2,REABASTECER
2018-10-3,Campo Belo,-23.6188,-46.6823,23781,86,28,26,23,15,31,15,43,NORMAL
2018-10-4,Campo Belo,-23.6188,-46.6823,24877,76,25,22,23,13,26,12,38,NORMAL
2018-10-5,Campo Belo,-23.6188,-46.6823,23495,66,23,14,18,11,20,7,34,NORMAL
2018-10-6,Campo Belo,-23.6188,-46.6823,24695,56,19,5,17,6,16,1,29,REABASTECER
2018-10-7,Campo Belo,-23.6188,-46.6823,23943,46,14,65,16,43,11,43,26,NORMAL
2018-10-8,Campo Belo,-23.6188,-46.6823,24959,35,9,59,15,41,9,40,20,REABASTECER
2018-10-9,Campo Belo,-23.6188,-46.6823,23959,28,65,49,13,35,9,37,15,NORMAL
2018-10-10,Campo Belo,-23.6188,-46.6823,25313,18,59,43,9,29,3,31,11,REABASTECER
2018-10-11,Campo Belo,-23.6188,-46.6823,25324,7,52,35,8,26,43,27,5,NORMAL
2018-10-12,Campo Belo,-23.6188,-46.6823,26836,86,45,26,7,23,41,23,43,NORMAL
2018-10-13,Campo Belo,-23.6188,-46.6823,24400,76,42,20,1,19,37,21,40,REABASTECER
2018-10-14,Campo Belo,-23.6188,-46.6823,26903,69,32,13,43,15,37,18,36,NORMAL
2018-10-15,Campo Belo,-23.6188,-46.6823,25551,60,29,3,40,10,37,15,30,NORMAL
2018-10-16,Campo Belo,-23.6188,-46.6823,24115,52,23,65,37,5,33,9,26,NORMAL
2018-10-17,Campo Belo,-23.6188,-46.6823,23354,39,15,58,33,43,33,5,23,REABASTECER
2018-10-18,Campo Belo,-23.6188,-46.6823,24167,26,7,48,28,38,27,43,20,NORMAL
2018-10-19,Campo Belo,-23.6188,-46.6823,24327,13,65,40,27,35,26,38,15,NORMAL
2018-10-20,Campo Belo,-23.6188,-46.6823,25970,1,59,31,27,32,24,35,13,REABASTECER
2018-10-21,Campo Belo,-23.6188,-46.6823,25435,86,51,25,21,26,23,30,11,NORMAL
2018-10-22,Campo Belo,-23.6188,-46.6823,26769,77,44,16,17,20,21,28,7,NORMAL
2018-10-23,Campo Belo,-23.6188,-46.6823,24629,66,37,9,14,18,19,24,4,NORMAL
2018-10-24,Campo Belo,-23.6188,-46.6823,24279,55,33,65,14,13,18,22,43,NORMAL
2018-10-25,Campo Belo,-23.6188,-46.6823,24248,44,25,56,10,11,17,16,37,NORMAL
2018-10-26,Campo Belo,-23.6188,-46.6823,25778,35,15,46,10,9,16,11,31,NORMAL
2018-10-27,Campo Belo,-23.6188,-46.6823,25808,23,6,37,4,3,16,6,29,NORMAL
2018-10-28,Campo Belo,-23.6188,-46.6823,26983,16,65,32,43,43,12,43,25,NORMAL
2018-10-29,Campo Belo,-23.6188,-46.6823,25845,9,57,23,42,38,12,40,19,NORMAL
2018-10-30,Campo Belo,-23.6188,-46.6823,24270,86,48,15,42,34,9,35,14,NORMAL
2018-11-1,Campo Belo,-23.6188,-46.6823,23239,76,39,9,36,28,7,33,11,REABASTECER
2018-11-2,Campo Belo,-23.6188,-46.6823,25462,63,37,65,34,23,7,27,5,NORMAL
2018-11-3,Campo Belo,-23.6188,-46.6823,26224,56,32,55,31,18,1,22,43,REABASTECER
2018-11-4,Campo Belo,-23.6188,-46.6823,23323,43,26,46,30,12,43,18,40,NORMAL
2018-11-5,Campo Belo,-23.6188,-46.6823,26787,30,19,36,25,6,43,14,37,REABASTECER
2018-11-6,Campo Belo,-23.6188,-46.6823,24521,23,17,31,21,43,38,11,34,NORMAL
2018-11-7,Campo Belo,-23.6188,-46.6823,26257,11,10,26,20,41,36,6,32,REABASTECER
2018-11-8,Campo Belo,-23.6188,-46.6823,26465,86,2,22,16,36,36,43,27,REABASTECER
2018-11-9,Campo Belo,-23.6188,-46.6823,24524,78,65,14,13,34,36,40,23,NORMAL
2018-11-10,Campo Belo,-23.6188,-46.6823,24065,68,59,10,7,29,36,37,17,NORMAL
2018-11-11,Campo Belo,-23.6188,-46.6823,24071,61,52,3,3,27,31,32,15,REABASTECER
2018-11-12,Campo Belo,-23.6188,-46.6823,25533,54,47,65,43,22,27,27,13,NORMAL
2018-11-13,Campo Belo,-23.6188,-46.6823,24148,41,45,60,42,18,23,21,7,NORMAL
2018-11-14,Campo Belo,-23.6188,-46.6823,24537,32,37,54,36,12,18,18,3,REABASTECER
2018-11-15,Campo Belo,-23.6188,-46.6823,23946,22,33,45,31,6,17,12,43,REABASTECER
2018-11-16,Campo Belo,-23.6188,-46.6823,26151,13,31,38,30,43,16,10,37,NORMAL
2018-11-17,Campo Belo,-23.6188,-46.6823,24166,3,27,34,28,40,16,5,33,REABASTECER
2018-11-18,Campo Belo,-23.6188,-46.6823,24077,86,21,29,27,38,11,43,27,NORMAL
2018-11-19,Campo Belo,-23.6188,-46.6823,25954,76,18,23,26,32,9,38,24,NORMAL
2018-11-20,Campo Belo,-23.6188,-46.6823,24302,68,8,16,20,26,9,32,21,REABASTECER
2018-11-21,Campo Belo,-23.6188,-46.6823,26512,60,65,8,17,22,5,30,19,REABASTECER
2018-11-22,Campo Belo,-23.6188,-46.6823,23215,52,63,65,13,16,43,25,15,NORMAL
2018-11-23,Campo Belo,-23.6188,-46.6823,24444,42,61,58,9,11,41,19,13,NORMAL
2018-11-24,Campo Belo,-23.6188,-46.6823,25528,33,54,52,8,5,37,16,8,NORMAL
2018-11-25,Campo Belo,-23.6188,-46.6823,26814,22,52,45,3,43,33,10,4,NORMAL
2018-11-26,Campo Belo,-23.6188,-46.6823,26734,11,46,37,43,38,32,6,43,REABASTECER
2018-11-27,Campo Belo,-23.6188,-46.6823,25520,86,42,28,37,33,26,43,39,NORMAL
2018-11-28,Campo Belo,-23.6188,-46.6823,23062,78,35,20,37,28,20,37,33,NORMAL
2018-11-29,Campo Belo,-23.6188,-46.6823,23404,66,27,10,35,25,18,33,27,NORMAL
2018-11-30,Campo Belo,-23.6188,-46.6823,25915,54,17,3,30,22,14,27,23,REABASTECER
2018-12-1,Campo Belo,-23.6188,-46.6823,24814,42,15,65,26,17,12,21,20,NORMAL
2018-12-2,Campo Belo,-23.6188,-46.6823,24450,35,8,60,21,12,9,17,18,REABASTECER
2018-12-3,Campo Belo,-23.6188,-46.6823,25110,26,65,52,19,7,3,14,12,REABASTECER
2018-12-4,Campo Belo,-23.6188,-46.6823,24046,15,60,47,14,3,43,12,10,REABASTECER
2018-12-5,Campo Belo,-23.6188,-46.6823,25334,2,54,37,9,43,41,6,4,REABASTECER
2018-12-6,Campo Belo,-23.6188,-46.6823,25337,86,48,32,9,37,40,43,43,NORMAL
2018-12-7,Campo Belo,-23.6188,-46.6823,23215,79,44,22,7,35,40,40,39,NORMAL
2018-12-8,Campo Belo,-23.6188,-46.6823,23854,72,40,12,2,30,40,37,33,REABASTECER
2018-12-9,Campo Belo,-23.6188,-46.6823,25773,64,32,6,43,24,37,35,31,REABASTECER
2018-12-10,Campo Belo,-23.6188,-46.6823,23278,57,29,65,39,19,37,31,28,NORMAL
2018-12-11,Campo Belo,-23.6188,-46.6823,25402,44,23,55,36,13,31,29,24,NORMAL
2018-12-12,Campo Belo,-23.6188,-46.6823,23298,37,17,46,35,8,28,27,18,NORMAL
2018-12-13,Campo Belo,-23.6188,-46.6823,26926,30,8,40,31,5,28,23,12,NORMAL
2018-12-14,Campo Belo,-23.6188,-46.6823,26948,20,65,36,29,43,28,17,9,NORMAL
2018-12-15,Campo Belo,-23.6188,-46.6823,26685,7,57,28,27,39,24,14,5,REABASTECER
2018-12-16,Campo Belo,-23.6188,-46.6823,23751,86,48,19,26,34,24,9,43,NORMAL
2018-12-17,Campo Belo,-23.6188,-46.6823,24354,79,45,14,25,32,18,5,39,NORMAL
2018-12-18,Campo Belo,-23.6188,-46.6823,24573,69,41,4,20,27,16,43,35,NORMAL
2018-12-19,Campo Belo,-23.6188,-46.6823,24361,56,38,65,18,25,12,40,31,NORMAL
2018-12-20,Campo Belo,-23.6188,-46.6823,24171,46,32,57,17,21,8,37,29,NORMAL
2018-12-21,Campo Belo,-23.6188,-46.6823,23757,37,24,49,12,16,5,34,27,REABASTECER
2018-12-22,Campo Belo,-23.6188,-46.6823,23880,27,18,39,10,13,43,32,22,NORMAL
2018-12-23,Campo Belo,-23.6188,-46.6823,24792,18,8,31,9,8,37,26,19,REABASTECER
2018-12-24,Campo Belo,-23.6188,-46.6823,25267,10,65,27,4,2,33,24,14,REABASTECER
2018-12-25,Campo Belo,-23.6188,-46.6823,23719,86,59,23,43,43,30,18,9,NORMAL
2018-12-26,Campo Belo,-23.6188,-46.6823,26189,79,56,14,39,41,29,14,7,NORMAL
2018-12-27,Campo Belo,-23.6188,-46.6823,24529,72,53,4,34,35,29,8,5,NORMAL
2018-12-28,Campo Belo,-23.6188,-46.6823,23640,64,50,65,33,29,28,6,43,REABASTECER
2018-12-29,Campo Belo,-23.6188,-46.6823,24480,53,41,55,27,25,24,43,41,NORMAL
2018-12-30,Campo Belo,-23.6188,-46.6823,26712,43,39,50,22,19,18,37,37,NORMAL
2019-1-1,Campo Belo,-23.6188,-46.6823,26675,34,31,42,19,16,13,33,33,NORMAL
2019-1-2,Campo Belo,-23.6188,-46.6823,24733,25,28,34,15,12,13,29,31,NORMAL
2019-1-3,Campo Belo,-23.6188,-46.6823,23527,14,26,29,12,9,11,27,26,NORMAL
2019-1-4,Campo Belo,-23.6188,-46.6823,23174,2,19,21,12,5,8,25,24,REABASTECER
2019-1-5,Campo Belo,-23.6188,-46.6823,25964,86,9,13,9,43,4,22,19,REABASTECER
2019-1-6,Campo Belo,-23.6188,-46.6823,25016,75,65,6,6,41,43,19,17,REABASTECER
2019-1-7,Campo Belo,-23.6188,-46.6823,26951,62,58,65,43,39,39,17,12,NORMAL
2019-1-8,Campo Belo,-23.6188,-46.6823,23531,55,56,60,43,37,36,12,7,NORMAL
2019-1-9,Campo Belo,-23.6188,-46.6823,23337,45,53,54,43,31,30,7,2,NORMAL
2019-1-10,Campo Belo,-23.6188,-46.6823,24389,32,44,50,41,26,26,1,43,REABASTECER
2019-1-11,Campo Belo,-23.6188,-46.6823,24924,25,36,40,35,20,26,43,41,NORMAL
2019-1-12,Campo Belo,-23.6188,-46.6823,25939,17,29,35,34,16,22,38,39,NORMAL
2019-1-13,Campo Belo,-23.6188,-46.6823,25658,8,24,28,34,11,18,34,36,REABASTECER
2019-1-14,Campo Belo,-23.6188,-46.6823,25908,86,17,19,28,7,13,28,33,NORMAL
2019-1-15,Campo Belo,-23.6188,-46.6823,24849,79,8,9,26,2,13,26,28,NORMAL
2019-1-16,Campo Belo,-23.6188,-46.6823,23916,71,65,65,20,43,7,23,23,NORMAL
2019-1-17,Campo Belo,-23.6188,-46.6823,26830,58,56,57,18,39,2,17,17,REABASTECER
2019-1-18,Campo Belo,-23.6188,-46.6823,24376,51,46,49,14,36,43,13,12,NORMAL
2019-1-19,Campo Belo,-23.6188,-46.6823,26323,43,42,42,12,30,40,11,7,NORMAL
2019-1-20,Campo Belo,-23.6188,-46.6823,25337,32,36,38,11,27,38,8,2,REABASTECER
2019-1-21,Campo Belo,-23.6188,-46.6823,26442,19,33,29,7,25,33,6,43,REABASTECER
2019-1-22,Campo Belo,-23.6188,-46.6823,25160,8,29,21,2,20,27,43,41,NORMAL
2019-1-23,Campo Belo,-23.6188,-46.6823,23777,86,22,14,43,17,24,39,38,NORMAL
2019-1-24,Campo Belo,-23.6188,-46.6823,26720,75,18,6,41,12,18,37,34,REABASTECER
2019-1-25,Campo Belo,-23.6188,-46.6823,24703,63,14,65,36,9,15,32,29,NORMAL
2019-1-26,Campo Belo,-23.6188,-46.6823,24676,56,9,59,34,7,12,28,23,REABASTECER
2019-1-27,Campo Belo,-23.6188,-46.6823,25909,47,65,55,28,2,6,23,20,NORMAL
2019-1-28,Campo Belo,-23.6188,-46.6823,25490,36,61,46,24,43,43,17,15,NORMAL
2019-1-29,Campo Belo,-23.6188,-46.6823,23272,29,57,38,22,38,41,15,9,NORMAL
2019-1-30,Campo Belo,-23.6188,-46.6823,26732,16,55,30,21,34,40,10,3,REABASTECER
2019-2-1,Campo Belo,-23.6188,-46.6823,26442,9,51,25,15,28,34,8,43,REABASTECER
2019-2-2,Campo Belo,-23.6188,-46.6823,24317,86,42,17,13,22,29,5,41,REABASTECER
2019-2-3,Campo Belo,-23.6188,-46.6823,24097,76,40,12,13,18,25,43,36,NORMAL
2019-2-4,Campo Belo,-23.6188,-46.6823,25361,68,30,6,7,13,25,39,31,NORMAL
2019-2-5,Campo Belo,-23.6188,-46.6823,24807,59,20,65,2,9,20,33,25,REABASTECER
2019-2-6,Campo Belo,-23.6188,-46.6823,25538,50,11,58,43,3,16,28,22,NORMAL
2019-2-7,Campo Belo,-23.6188,-46.6823,23507,39,3,49,40,43,12,25,18,REABASTECER
2019-2-8,Campo Belo,-23.6188,-46.6823,25178,32,65,41,36,41,11,21,16,NORMAL
2019-2-9,Campo Belo,-23.6188,-46.6823,23114,21,62,31,31,39,7,15,12,NORMAL
2019-2-10,Campo Belo,-23.6188,-46.6823,25912,9,58,23,26,33,6,13,7,REABASTECER
2019-2-11,Campo Belo,-23.6188,-46.6823,25080,86,52,15,20,27,43,8,5,REABASTECER
2019-2-12,Campo Belo,-23.6188,-46.6823,24627,78,48,6,18,22,37,4,43,NORMAL
2019-2-13,Campo Belo,-23.6188,-46.6823,24622,66,43,65,18,19,34,43,40,NORMAL
2019-2-14,Campo Belo,-23.6188,-46.6823,26228,54,40,60,12,16,33,41,36,NORMAL
2019-2-15,Campo Belo,-23.6188,-46.6823,23800,42,38,56,7,10,32,38,32,NORMAL
2019-2-16,Campo Belo,-23.6188,-46.6823,26407,31,30,49,5,6,27,33,28,NORMAL
2019-2-17,Campo Belo,-23.6188,-46.6823,25016,23,21,45,43,43,25,30,25,NORMAL
2019-2-18,Campo Belo,-23.6188,-46.6823,23441,14,14,40,43,40,19,26,20,NORMAL
2019-2-19,Campo Belo,-23.6188,-46.6823,25755,5,6,36,42,38,18,22,18,NORMAL
2019-2-20,Campo Belo,-23.6188,-46.6823,25133,86,65,29,37,32,15,20,15,NORMAL
2019-2-21,Campo Belo,-23.6188,-46.6823,25444,77,63,25,36,27,13,18,10,NORMAL
2019-2-22,Campo Belo,-23.6188,-46.6823,25637,70,59,15,30,25,11,13,5,NORMAL
2019-2-23,Campo Belo,-23.6188,-46.6823,25610,61,54,7,28,23,6,9,43,REABASTECER
2019-2-24,Campo Belo,-23.6188,-46.6823,23025,54,50,65,25,20,43,6,39,NORMAL
2019-2-25,Campo Belo,-23.6188,-46.6823,23569,42,41,55,20,18,38,43,35,NORMAL
2019-2-26,Campo Belo,-23.6188,-46.6823,23164,32,31,48,15,16,34,40,32,NORMAL
2019-2-27,Campo Belo,-23.6188,-46.6823,26438,20,28,40,12,10,29,35,26,NORMAL
2019-2-28,Campo Belo,-23.6188,-46.6823,26642,12,24,31,12,6,29,30,21,REABASTECER
2019-2-29,Campo Belo,-23.6188,-46.6823,24662,86,20,27,11,43,24,25,16,NORMAL
2019-2-30,Campo Belo,-23.6188,-46.6823,25654,77,12,17,9,39,18,23,12,NORMAL
2019-3-1,Campo Belo,-23.6188,-46.6823,24562,64,3,9,7,36,15,21,10,REABASTECER
2019-3-2,Campo Belo,-23.6188,-46.6823,23033,55,65,65,5,34,13,18,5,REABASTECER
2019-3-3,Campo Belo,-23.6188,-46.6823,24965,48,63,60,43,29,9,14,43,NORMAL
2019-3-4,Campo Belo,-23.6188,-46.6823,25663,35,57,52,43,26,6,11,37,NORMAL
2019-3-5,Campo Belo,-23.6188,-46.6823,26829,27,49,44,42,22,43,9,31,NORMAL
2019-3-6,Campo Belo,-23.6188,-46.6823,24772,16,40,40,41,16,40,5,29,REABASTECER
2019-3-7,Campo Belo,-23.6188,-46.6823,24902,9,37,35,37,14,37,43,26,REABASTECER
2019-3-8,Campo Belo,-23.6188,-46.6823,26161,86,29,27,32,9,33,41,23,NORMAL
2019-3-9,Campo Belo,-23.6188,-46.6823,25333,74,25,19,26,5,29,37,18,NORMAL
2019-3-10,Campo Belo,-23.6188,-46.6823,24384,64,23,12,26,43,24,31,13,NORMAL
2019-3-11,Campo Belo,-23.6188,-46.6823,24122,53,16,7,20,37,18,26,7,REABASTECER
2019-3-12,Campo Belo,-23.6188,-46.6823,23338,40,12,65,17,31,14,20,1,REABASTECER
2019-3-13,Campo Belo,-23.6188,-46.6823,23344,28,3,57,16,26,12,14,43,REABASTECER
2019-3-14,Campo Belo,-23.6188,-46.6823,23317,15,65,52,16,21,11,9,38,NORMAL
2019-3-15,Campo Belo,-23.6188,-46.6823,24855,5,56,43,15,18,7,6,36,REABASTECER
2019-3-16,Campo Belo,-23.6188,-46.6823,26049,86,48,38,10,13,2,43,31,REABASTECER
2019-3-17,Campo Belo,-23.6188,-46.6823,23789,73,38,33,9,10,43,39,28,NORMAL
2019-3-18,Campo Belo,-23.6188,-46.6823,25965,63,32,29,6,4,40,36,25,REABASTECER
2019-3-19,Campo Belo,-23.6188,-46.6823,25964,55,29,25,43,43,40,30,20,NORMAL
2019-3-20,Campo Belo,-23.6188,-46.6823,23206,47,22,15,40,40,36,24,18,NORMAL
2019-3-21,Campo Belo,-23.6188,-46.6823,23048,38,20,9,36,38,35,20,16,REABASTECER
2019-3-22,Campo Belo,-23.6188,-46.6823,23381,28,17,65,35,36,31,17,10,NORMAL
2019-3-23,Campo Belo,-23.6188,-46.6823,23621,15,7,56,35,32,27,13,8,REABASTECER
2019-3-24,Campo Belo,-23.6188,-46.6823,25786,7,65,50,29,26,21,10,5,NORMAL
2019-3-25,Campo Belo,-23.6188,-46.6823,23436,86,58,46,29,20,16,5,43,REABASTECER
2019-3-26,Campo Belo,-23.6188,-46.6823,25144,76,48,40,24,16,16,43,39,NORMAL
2019-3-27,Campo Belo,-23.6188,-46.6823,26927,67,42,36,18,13,13,40,35,NORMAL
2019-3-28,Campo Belo,-23.6188,-46.6823,25344,59,37,26,17,9,10,38,32,NORMAL
2019-3-29,Campo Belo,-23.6188,-46.6823,23471,47,30,22,17,7,4,34,27,REABASTECER
2019-3-30,Campo Belo,-23.6188,-46.6823,26341,39,26,13,14,4,43,30,25,REABASTECER
2019-4-1,Campo Belo,-23.6188,-46.6823,24501,30,21,3,8,43,37,26,22,REABASTECER
2019-4-2,Campo Belo,-23.6188,-46.6823,25309,18,16,65,3,41,32,22,19,REABASTECER
2019-4-3,Campo Belo,-23.6188,-46.6823,25205,6,9,61,43,36,29,18,16,NORMAL
2019-4-4,Campo Belo,-23.6188,-46.6823,26674,86,65,51,41,30,27,13,12,NORMAL
2019-4-5,Campo Belo,-23.6188,-46.6823,24367,75,60,44,40,27,27,9,9,NORMAL
2019-4-6,Campo Belo,-23.6188,-46.6823,26391,62,51,35,39,24,24,4,4,REABASTECER
2019-4-7,Campo Belo,-23.6188,-46.6823,24456,50,46,29,35,19,24,43,43,NORMAL
2019-4-8,Campo Belo,-23.6188,-46.6823,25026,42,44,19,29,13,18,40,41,NORMAL
2019-4-9,Campo Belo,-23.6188,-46.6823,24473,29,34,15,28,9,14,38,35,NORMAL
2019-4-10,Campo Belo,-23.6188,-46.6823,25928,19,29,10,23,4,9,34,31,REABASTECER
2019-4-11,Campo Belo,-23.6188,-46.6823,24120,10,23,0,20,43,9,31,26,REABASTECER
2019-4-12,Campo Belo,-23.6188,-46.6823,23245,86,16,65,18,39,9,28,22,NORMAL
